id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,skill,wieldstyle,gamelink,adorning,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,craftingskills,critbonus,critchance,doubleattackchance,dps,elemental,flurry,harvestingskills,intelligence,maxhpperc,spelltimecastpct,spelltimereusepct,stamina,strength,tinkering,wisdom
2534551422,Minor Lunar Transmuter's Stone,Ear,TREASURED,65,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,,,\aITEM -1760415874 -738123518:Minor Lunar Transmuter's Stone\/a,,,,,,,,,,,,,,,,,,,,,,,,,,
17198462,Sorcerer's Hoop,Finger,TREASURED,10,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 17198462 712879744:Sorcerer's Hoop\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
41738487,Bracelet of the Freethinking,Wrist,LEGENDARY,70,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 41738487 -1865647314 0 0 0:Bracelet of the Freethinking\/a,,0.8,,,280,,,2.6,,15,,0.6,1.8,4.9,,,,,,,,,39,39,,
855702595,Loop of Added Bolstering,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 855702595 -1138563102:Loop of Added Bolstering\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
903481049,Assailant's Crest of Striking,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 903481049 -1825462278:Assailant's Crest of Striking\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
925007959,Charm of the Bloodpriest,Charm,LEGENDARY,20,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 925007959 -1976093366:Charm of the Bloodpriest\/a,,,,,,,,,,3,,,,,,,,,,,,,8,8,,
1957606726,Engraved Wolf Hide Bracelet,Wrist,TREASURED,59,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1957606726 -2051567578:Engraved Wolf Hide Bracelet\/a,,,,,472,,,2.5,,14,,0.5,1.7,,7.6,,,,,,,,38,38,,
985674753,Gnomish Stalker's Medallion,Neck,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 985674753 -605864811:Gnomish Stalker's Medallion\/a,,,,,,,,,,4,,,,,,,,,,,,,10,10,,
995037592,Energized Orb of Confusion,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 995037592 -298744671:Energized Orb of Confusion\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
657423662,Minor Lapis Lazuli Transmuter's Stone,Ear,TREASURED,5,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,,,\aITEM 657423662 1452845778:Minor Lapis Lazuli Transmuter's Stone\/a,,,,,,,,,,,,,,,,,,,,,,,,,,
1057470473,Scribe's Signet Ring,Finger,LEGENDARY,65,,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1057470473 1408046238 0 0 0:Scribe's Signet Ring\/a,,,,,,,,,,,12,,,,,423,,12,,,,,10,,,
1105840725,Carmine Rough Linen Wanderer's Cloak,Cloak,HANDCRAFTED,40,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1105840725 -588571131:Carmine Rough Linen Wanderer's Cloak\/a,,,11,,,,,,,5,,,,,,,,,,,,,10,,,
2743658264,Cloak of the Pious,Cloak,TREASURED,9,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1551309032 1770822771:Cloak of the Pious\/a,,,,,,,,,,,,,,,,,,,,,,,,,,2
1563785977,Earhoop of the Faydark Mother,Ear,TREASURED,50,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1563785977 821328625:Earhoop of the Faydark Mother\/a,,,,33,175,,,1.7,,12,,0.3,1.1,,,,,,,,,,31,31,,
16871661,Sorcerer's Earring,Ear,TREASURED,10,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 16871661 -116433351:Sorcerer's Earring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
1692638212,Divine Embossed Orb,Charm,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1692638212 1719002727:Divine Embossed Orb\/a,,,,,,,,,,4,,,,,,,,,,,,,10,10,,
476451496,Token of Full Alleviation,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 476451496 2074011089:Token of Full Alleviation\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
454645043,Timorous Defender's Strap,Waist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 454645043 -1092918808:Timorous Defender's Strap\/a,,,,,,,,,,,,,,,,,,,,,,,4,4,,
444554135,Timorous Stalker's Strap,Waist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 444554135 -1908262059:Timorous Stalker's Strap\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
350899414,Apprentice Medium's Strap,Waist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 350899414 1075831351:Apprentice Medium's Strap\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
513028127,Trinket of the Sarnak Soldier,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 513028127 -1460223046:Trinket of the Sarnak Soldier\/a,,,,,,,,,,,,,,,,,,,,,,,4,4,,
1171195145,Chain of the Plainstalker,Neck,TREASURED,66,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1171195145 -1924151608:Chain of the Plainstalker\/a,,,,,,,,2.4,,14,,0.5,1.6,4.3,,,,,,,,,37,37,,
1172082826,Faydedar's Tooth,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1172082826 1667875033:Faydedar's Tooth\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
368724712,Sorcerer's Cloak,Cloak,TREASURED,10,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 368724712 21953457:Sorcerer's Cloak\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
408678959,Fighter's Hoop,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 408678959 1182908981:Fighter's Hoop\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
441997790,Fighter's Cloak,Cloak,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 441997790 -1171701538:Fighter's Cloak\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
2826664344,Priest's Ring,Finger,TREASURED,10,,channeler|defiler|fury|inquisitor|mystic|templar|warden,0,0,0,0,,,\aITEM -1468302952 -2066463559:Priest's Ring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
2831151457,Cutthroat Hunter's Signet,Finger,LEGENDARY,50,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1463815839 -794628140 0 0 0:Cutthroat Hunter's Signet\/a,,,,,125,,,0.5,,8,,,0.2,,,,,,,,,0.3,19,19,,
3465496996,Fighter's Bracelet,Wrist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -829470300 1621980484:Fighter's Bracelet\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
563516954,Scout's Earring,Ear,TREASURED,10,,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM 563516954 -114451884:Scout's Earring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
3959011004,Scout's Wristlet,Wrist,TREASURED,10,,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -335956292 -1802543343:Scout's Wristlet\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
111351738,Priest's Earring,Ear,TREASURED,10,,channeler|defiler|fury|inquisitor|mystic|templar|warden,0,0,0,0,,,\aITEM 111351738 1014490793:Priest's Earring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
3805588171,Scout's Bracelet,Wrist,TREASURED,10,,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -489379125 -993901237:Scout's Bracelet\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
2692240058,Scout's Belt,Waist,TREASURED,10,,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -1602727238 326588626:Scout's Belt\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
1295927818,Crest of Forlorn Happenings,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1295927818 -2134230432:Crest of Forlorn Happenings\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
2972385921,Scout's Necklace,Neck,TREASURED,10,,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -1322581375 93733667:Scout's Necklace\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
3773967576,Priest's Cloak,Cloak,TREASURED,10,,channeler|defiler|fury|inquisitor|mystic|templar|warden,0,0,0,0,,,\aITEM -520999720 1436541965:Priest's Cloak\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
4119103611,Apprentice Medium's Sash,Waist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -175863685 -1161578012:Apprentice Medium's Sash\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
1313066174,Facet of Calcified Dragoon Bones,Ear,TREASURED,20,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1313066174 1048831285:Facet of Calcified Dragoon Bones\/a,,,,,,,,,,3,,,,,,,,,,,,,7,7,,
1353149185,Polished Devout Manacle,Wrist,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1353149185 -1477694394:Polished Devout Manacle\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
1361627474,Earhoop of Channelled Energy,Ear,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1361627474 -109847407:Earhoop of Channelled Energy\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
4011700948,Ceremonial Orc Bone Dagger,Charm,LEGENDARY,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -283266348 443037619:Ceremonial Orc Bone Dagger\/a,,,,,,,,,,,,,,,,,,,,,,,5,5,,
3601515422,Fighter's Ring,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -693451874 -413090310:Fighter's Ring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
1372893302,Scholar's Cloak of the Far Seas,Cloak,TREASURED,70,,alchemist|jeweler|sage,0,0,0,0,,,\aITEM 1372893302 739861763:Scholar's Cloak of the Far Seas\/a,,,37,,,,,2.4,,14,14,0.5,1.6,,,,,,,,1.4,,37,,,
285522480,Sorcerer's Ring,Finger,TREASURED,10,,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 285522480 -1952657073:Sorcerer's Ring\/a,,,,,,,,,,1,,,,,,,,,,,,,5,5,,
1397700272,Tainted Emblem of Immortality,Finger,LEGENDARY,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1397700272 -318874690:Tainted Emblem of Immortality\/a,,,,,45,,,,,4,,,,,,,,,,,,,11,11,,
1403122018,Primarch's Token of Loyalty,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1403122018 1513760107:Primarch's Token of Loyalty\/a,,,,,,,,,,,,,,,,,,,,,,,4,4,,
1432230177,Nektulos Healer's Waistband,Waist,TREASURED,20,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1432230177 -522232321:Nektulos Healer's Waistband\/a,,,,,,,,,,3,,,,,,,,,,,,,7,7,,
1436542653,Dark Priest's Choker of Rites,Neck,FABLED,60,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1436542653 -1240643893:Dark Priest's Choker of Rites\/a,,,,52,,,,2.4,,14,,0.5,1.6,,,,,,,,,,37,37,,
1444491649,Bloodstained Shackle,Wrist,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1444491649 1230636509:Bloodstained Shackle\/a,,,,,45,,,,,4,,,,,,,,,,,,,11,11,,
3576611172,Amplified Spiritual Hoop,Ear,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -718356124 -1358995117:Amplified Spiritual Hoop\/a,,,,,,,,,,,,,,,,,,,,,,,4,4,,
3039208091,Ring of Ruined Lands,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1255759205 -1558619063:Ring of Ruined Lands\/a,,,,,,,,,,,,,,,,,,,,,,,4,4,,
4268514069,Broken Sarnak Claw Earring,Ear,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -26453227 -889446925:Broken Sarnak Claw Earring\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
3545792825,Lost Iksar Scale,Charm,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -749174471 -1102056733:Lost Iksar Scale\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
2374867346,Signet of Ruined Lands,Finger,TREASURED,10,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1920099950 -1514716722:Signet of Ruined Lands\/a,,,,,,,,,,1,,,,,,,,,,,,,4,4,,
1557832423,Calcium Caked Commander's Circlet,Wrist,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1557832423 1396158919:Calcium Caked Commander's Circlet\/a,,,,,,,,,,4,,,,,,,,,,,,,10,10,,
1581019552,Gnomish Medium's Mantle,Cloak,TREASURED,30,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 1581019552 1533813295:Gnomish Medium's Mantle\/a,,,,,,,,,,4,,,,,,,,,,,,,10,10,,
