id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,gamelink,abilitydoubleattackchance,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,critbonus,critchance,doubleattackchance,dps,elemental,fervor,flurry,hategainmod,health,intelligence,mana,maxhpperc,noxious,ripostechance,spelltimecastpct,spelltimereusepct,stamina,strength,wisdom
1502721283,spotted kobold paw,,,55,,,0,0,0,0,\aITEM 1502721283 -1177607511:spotted kobold paw\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784840410,cracked bugbear bone,,,55,,,0,0,0,0,\aITEM 1784840410 1281796842:cracked bugbear bone\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879236955,blood-specked syringe beak,,,60,,,0,0,0,0,\aITEM 1879236955 1242760695:blood-specked syringe beak\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866452171,a flask of honey,,,0,,,0,0,0,0,\aITEM -1428515125 -870056482:a flask of honey\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146163681,Training Parts,,,0,,,0,0,0,0,\aITEM -148803615 -1884013916:Training Parts\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005624449,Cloak of the Magi [Season IV: Charged],,,0,,,0,0,0,0,\aITEM -1289342847 1125423484:Cloak of the Magi [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556907682,Choose One: D'Morte Vampire Vanguard Bonus Armor Set,,FABLED,0,,,0,0,0,0,\aITEM 556907682 -1956903611:Choose One: D'Morte Vampire Vanguard Bonus Armor Set\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955262784,Don't Begrudge Pudge,,,0,,,0,0,0,0,\aITEM -1339704512 -1337096305:Don't Begrudge Pudge\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430558078,Bracelet of the Envious Heart,,,0,,,0,0,0,0,\aITEM -864409218 -581443095:Bracelet of the Envious Heart\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972096641,Wrath of the Wraith,,,0,,,0,0,0,0,\aITEM -1322870655 991453605:Wrath of the Wraith\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056282811,Garland Munoz,,TREASURED,0,,,0,0,0,0,\aITEM -238684485 -196768067:Garland Munoz\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260911661,Dorie Swiftcloak,,TREASURED,0,,,0,0,0,0,\aITEM -2034055635 1883803386:Dorie Swiftcloak\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606392283,Slaszh Vust,,LEGENDARY,0,,,0,0,0,0,\aITEM 606392283 1432378079:Slaszh Vust\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391794935,Commander Klask,,LEGENDARY,0,,,0,0,0,0,\aITEM -903172361 -1528900500:Commander Klask\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365773924,Master Mora,,FABLED,0,,,0,0,0,0,\aITEM -1929193372 89764612:Master Mora\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283382817,Warlord Oh Mighty,,,0,,,0,0,0,0,\aITEM -1011584479 -449875129:Warlord Oh Mighty\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320549995,The Mega Low Down,,,0,,,0,0,0,0,\aITEM 320549995 1061738797:The Mega Low Down\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351627774,Choose One: D'Morte Vampire Heritage Bonus Weapons Crate,,CELESTIAL,0,,,0,0,0,0,\aITEM 351627774 1980914891:Choose One: D'Morte Vampire Heritage Bonus Weapons Crate\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379155202,Anon in Klak'Anon [Season IV: Charged],,,0,,,0,0,0,0,\aITEM -915812094 -1853591169:Anon in Klak'Anon [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194691314,Pudil Bellybrawl,,FABLED,0,,,0,0,0,0,\aITEM -100275982 2105185606:Pudil Bellybrawl\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068136891,"Dance Haywire, Dance [Season IV: Charged]",,,0,,,0,0,0,0,"\aITEM -226830405 950010122:Dance Haywire, Dance [Season IV: Charged]\/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253653695,Annihilate the Nihilist,,,0,,,0,0,0,0,\aITEM 253653695 -1986127073:Annihilate the Nihilist\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547548558,It's a Bloodbath,,,0,,,0,0,0,0,\aITEM -747418738 1242473919:It's a Bloodbath\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671654612,Fungus Among Us,,,0,,,0,0,0,0,\aITEM 671654612 1447953511:Fungus Among Us\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060134461,Takes One to Know One,,,0,,,0,0,0,0,\aITEM -234832835 -2055397863:Takes One to Know One\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753801534,Tankard of Kazon,,,0,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM -541165762 106724345:Tankard of Kazon\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722519425,Cuirass of Perpetuity [Season IV: Charged],,,0,,,0,0,0,0,\aITEM -572447871 -574782760:Cuirass of Perpetuity [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151419393,The Resonating Wire,,,0,,,0,0,0,0,\aITEM 151419393 -512063401:The Resonating Wire\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325471687,Marka Sailshot,,FABLED,0,,,0,0,0,0,\aITEM 325471687 52478398:Marka Sailshot\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96719260,The Davissi Code [Season IV: Charged],,,0,,,0,0,0,0,\aITEM 96719260 1778707161:The Davissi Code [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412386430,Unrest in Butcherblock [Season IV: Charged],,,0,,,0,0,0,0,\aITEM -882580866 -798413774:Unrest in Butcherblock [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258051671,Arok Kull,,CELESTIAL,0,,,0,0,0,0,\aITEM 258051671 1929771574:Arok Kull\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413469119,everhot ore,,TREASURED,0,,,0,0,0,0,\aITEM 413469119 955025202:everhot ore\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928664564,Open Stone Coffin,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -366302732 -816143895:Open Stone Coffin\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139650964,Citrine Gazing Orb,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM 139650964 -139501972:Citrine Gazing Orb\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162861653,Basic Faucet,,HANDCRAFTED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -132105643 -1852934597:Basic Faucet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710030340,Dark Pump Faucet,,HANDCRAFTED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -584936956 1780137130:Dark Pump Faucet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377373089,Elaborate Dark Faucet,,HANDCRAFTED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM 377373089 1798092093:Elaborate Dark Faucet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385336008,Elaborate Faucet,,HANDCRAFTED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -909631288 591443976:Elaborate Faucet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115887433,Growth Requires Seeds [Season IV: Charged],,,0,,,0,0,0,0,\aITEM 115887433 -772231042:Growth Requires Seeds [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944362664,hot iron,,TREASURED,55,,,0,0,0,0,\aITEM 944362664 -328468281:hot iron\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416894909,Apprentice Blueprints 0.001,,UNCOMMON,10,,,0,0,0,0,\aITEM 1416894909 -517810879:Apprentice Blueprints 0.001\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750375089,Uncooked Gigglegibber Pie,,,0,,,0,0,0,0,\aITEM 1750375089 -103461960:Uncooked Gigglegibber Pie\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276606809,fossilized kobold bone,,,55,,,0,0,0,0,\aITEM 1276606809 1939293058:fossilized kobold bone\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487166980,squishy blood sack,,,60,,,0,0,0,0,\aITEM 1487166980 -434022651:squishy blood sack\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086211797,Choose One: D'Morte Vampire Leather Armor Set,,FABLED,0,,,0,0,0,0,\aITEM -1208755499 -1071328211:Choose One: D'Morte Vampire Leather Armor Set\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395778008,The Ring of Blooding [Season IV: Charged],,,0,,,0,0,0,0,\aITEM -899189288 -1383304840:The Ring of Blooding [Season IV: Charged]\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459198935,Wantia Alabaster Jug,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -835768361 -1130465855:Wantia Alabaster Jug\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569327368,Wantia Glazed Vase,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM 569327368 841505254:Wantia Glazed Vase\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156207000,Fear Mist Frame,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -138760296 1091574258:Fear Mist Frame\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940728571,Marble Griffin Fountain,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -354238725 -979657687:Marble Griffin Fountain\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033685634,Projection of Luclin Shard,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -261281662 1511832686:Projection of Luclin Shard\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750709976,Void Ember Flying Carpet,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -544257320 1303702378:Void Ember Flying Carpet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286581232,Black Striped Warg with Blue Saddle,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM -2008386064 -1154313021:Black Striped Warg with Blue Saddle\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437476101,Pristine GnomeWorks Outdoor TinkerChess Chessboard,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM 437476101 -601632782:Pristine GnomeWorks Outdoor TinkerChess Chessboard\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717137363,Parade Roan Stallion,,,0,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM -577829933 1036001093:Parade Roan Stallion\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977432788,Shattered Brimfire Tablet,,TREASURED,0,,,0,0,0,0,\aITEM -317534508 566375390:Shattered Brimfire Tablet\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487609802,Inferno Ent Plushie,,TREASURED,0,,alchemist|armorer|assassin|beastlord|berserker|brigand|bruiser|carpenter|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|jeweler|monk|mystic|necromancer|paladin|provisioner|ranger|sage|shadowknight|swashbuckler|tailor|templar|troubador|warden|warlock|weaponsmith|wizard|woodworker,0,0,0,0,\aITEM 487609802 -523395017:Inferno Ent Plushie\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167543270,Game Board Note,,,0,,,0,0,0,0,\aITEM -2127424026 417821952:Game Board Note\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249057337,decayed kobold claw,,,55,,,0,0,0,0,\aITEM 1249057337 1366530671:decayed kobold claw\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384881812,Advanced Jeweler Volume 34,,UNCOMMON,30,,jeweler,0,0,0,0,\aITEM 1384881812 -389853467:Advanced Jeweler Volume 34\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184961507,pristine kobold claw,,,55,,,0,0,0,0,\aITEM -2110005789 -2065113740:pristine kobold claw\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964322021,a totem,,,0,,,0,0,0,0,\aITEM 1964322021 1603830071:a totem\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368902238,Perennial Plumage,,,0,,,0,0,0,0,\aITEM -926065058 12335513:Perennial Plumage\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473134206,purple flower petal,,TREASURED,25,,,0,0,0,0,\aITEM 1473134206 1554029383:purple flower petal\/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
