id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,skill,wieldstyle,gamelink,adorning,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,craftingskills,critbonus,critchance,doubleattackchance,dps,flurry,harvestingskills,maxhpperc,spelltimecastpct,spelltimereusepct,stamina,strength,strikethrough,tinkering,wisdom
3660495964,Sunglow Jubilation Outfit,Chest,TREASURED,1,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -634471332 1631931743:Sunglow Jubilation Outfit\/a,,,,,,,,,,,,,,,,,,,,,,,,,
3409533234,Frock of Flame Hood,Head,,1,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -885434062 1444263427:Frock of Flame Hood\/a,,,,,,,,,,,,,,,,,,,,,,,,,
3340065221,Marshall's Barbute,Head,TREASURED,1,Plate,berserker|guardian|paladin|shadowknight,0,0,0,0,,,\aITEM -954902075 -898060144:Marshall's Barbute\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
4219975311,Vicar's Breastplate,Chest,TREASURED,1,Plate,inquisitor|templar,0,0,0,0,,,\aITEM -74991985 -618566539:Vicar's Breastplate\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
4062732655,Chausses of the Feir'Dal,Legs,TREASURED,1,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM -232234641 203188182:Chausses of the Feir'Dal\/a,,,,,,,,,,,,,,,,,,,,,3,3,,,
2603521930,Kelethin Plate Boots,Feet,TREASURED,1,Plate,berserker|guardian|paladin|templar,0,0,0,0,,,\aITEM -1691445366 410509553:Kelethin Plate Boots\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
2653910073,Windcaller's Leggings,Legs,TREASURED,1,Leather,channeler|fury|warden,0,0,0,0,,,\aITEM -1641057223 797670635:Windcaller's Leggings\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
3958027871,Windcaller's Shoulderpads,Shoulders,TREASURED,1,Leather,channeler|fury|warden,0,0,0,0,,,\aITEM -336939425 2101700706:Windcaller's Shoulderpads\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
4083428806,Spiritualist's Boots,Feet,TREASURED,1,Chain,defiler|mystic,0,0,0,0,,,\aITEM -211538490 -1756523907:Spiritualist's Boots\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
3622631516,Windcaller's Helm,Head,TREASURED,1,Leather,channeler|fury|warden,0,0,0,0,,,\aITEM -672335780 1196647331:Windcaller's Helm\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
2650729683,Marshall's Greaves,Legs,TREASURED,1,Plate,berserker|guardian|paladin|shadowknight,0,0,0,0,,,\aITEM -1644237613 2017207142:Marshall's Greaves\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
3559110593,Marshall's Bracers,Forearms,TREASURED,1,Plate,berserker|guardian|paladin|shadowknight,0,0,0,0,,,\aITEM -735856703 1852767029:Marshall's Bracers\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
4070055145,Vicar's Boots,Feet,TREASURED,1,Plate,inquisitor|templar,0,0,0,0,,,\aITEM -224912151 1818504118:Vicar's Boots\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
2321576411,Vicar's Pauldrons,Shoulders,TREASURED,1,Plate,inquisitor|templar,0,0,0,0,,,\aITEM -1973390885 -1878210285:Vicar's Pauldrons\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
317358566,Evoker's Slippers,Feet,TREASURED,1,Cloth,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 317358566 -1654013573:Evoker's Slippers\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
2706368118,Pathfinder's Leggings,Legs,TREASURED,1,Chain,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -1588599178 -1250186991:Pathfinder's Leggings\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
4138883532,Evoker's Gloves,Hands,TREASURED,1,Cloth,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM -156083764 -950811295:Evoker's Gloves\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
3943098601,Sableflame Legionnaire's Helmet,Head,TREASURED,1,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -351868695 -1120615645:Sableflame Legionnaire's Helmet\/a,,,,,,,,,,,,,,,,,,,,,,,,,
3861318004,Windcaller's Gloves,Hands,TREASURED,1,Leather,channeler|fury|warden,0,0,0,0,,,\aITEM -433649292 2123830308:Windcaller's Gloves\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
4221850464,Pathfinder's Cowl,Head,TREASURED,1,Chain,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -73116832 1232418512:Pathfinder's Cowl\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
3443390376,Spiritualist's Gloves,Hands,TREASURED,1,Chain,defiler|mystic,0,0,0,0,,,\aITEM -851576920 -278992305:Spiritualist's Gloves\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
2635183528,Pathfinder's Tunic,Chest,TREASURED,1,Chain,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM -1659783768 -775616557:Pathfinder's Tunic\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
3001798420,Kelethin Leather Sandals,Feet,TREASURED,1,Leather,channeler|fury|monk|warden,0,0,0,0,,,\aITEM -1293168876 2145207501:Kelethin Leather Sandals\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
131012567,Zephyre's Augmented Mail Shirt,Chest,TREASURED,1,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 131012567 -1240126594:Zephyre's Augmented Mail Shirt\/a,,,,,,,,,,,,,,,,,,,,,3,3,,,
1003062223,Silken Gloves of the Gnoll Destroyer,Hands,LEGENDARY,40,Cloth,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM 1003062223 350785257:Silken Gloves of the Gnoll Destroyer\/a,,,,,,,,,,6,,,,,,,,,,,14,14,,,
1661203924,Graceful Pugilist's Leg Wraps,Legs,TREASURED,30,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1661203924 -499471515:Graceful Pugilist's Leg Wraps\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
3931192866,Armet of the Fae,Head,TREASURED,1,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -363774430 2047462997:Armet of the Fae\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
4137509396,Bodyguard's Leggings,Legs,TREASURED,1,Leather,bruiser|monk,0,0,0,0,,,\aITEM -157457900 -1853648986:Bodyguard's Leggings\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
3212908814,Cleric's Plate Gloves,Hands,TREASURED,10,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM -1082058482 1856704248:Cleric's Plate Gloves\/a,,,,,,,,,,1,,,,,,,,,,,4,4,,,
3381138948,Kelethin Combine Leather Gloves,Hands,,1,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -913828348 -1455147564:Kelethin Combine Leather Gloves\/a,,,,,,,,,,,,,,,,,,,,,,,,,
1484225136,Blue Leggings of the Far Seas Traders,Legs,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1484225136 -515606752 0 0 0:Blue Leggings of the Far Seas Traders\/a,1,,,,,,,,,,10,,,,,,,,,,10,,,1,
1955276801,Blue Vest of the Far Seas Traders,Chest,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 1955276801 -1419689998 0 0 0:Blue Vest of the Far Seas Traders\/a,5,,,,,,,,,,10,,,,,,,,,,10,,,5,
8074727,Pathfinder's Gloves,Hands,TREASURED,1,Chain,assassin|beastlord|brigand|dirge|ranger|swashbuckler|troubador,0,0,0,0,,,\aITEM 8074727 -953563257:Pathfinder's Gloves\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
1308867733,Gauntlets of Devotion,Hands,LEGENDARY,57,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 1308867733 29802120:Gauntlets of Devotion\/a,,,,33,,,,1.7,,12,,0.3,1.1,,,,,,,,31,31,,,
1449443514,Fine Steel Breastplate,Chest,LEGENDARY,70,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 1449443514 1662193621:Fine Steel Breastplate\/a,,,,66,,,,2.6,,15,,0.6,1.8,,8.2,,,,,,39,39,,,
3506804387,Evoker's Leggings,Legs,TREASURED,1,Cloth,coercer|conjuror|illusionist|necromancer|warlock|wizard,0,0,0,0,,,\aITEM -788162909 1397857325:Evoker's Leggings\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
614722879,Spiritualist's Shoulderpads,Shoulders,TREASURED,1,Chain,defiler|mystic,0,0,0,0,,,\aITEM 614722879 535169676:Spiritualist's Shoulderpads\/a,,,,,,,,,,,,,,,,,,,,,1,1,,,
2680904241,Windcaller's Bracers,Forearms,TREASURED,1,Leather,channeler|fury|warden,0,0,0,0,,,\aITEM -1614063055 1601779586:Windcaller's Bracers\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
2744182551,Bodyguard's Gloves,Hands,TREASURED,1,Leather,bruiser|monk,0,0,0,0,,,\aITEM -1550784745 724069030:Bodyguard's Gloves\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
3426197112,Bodyguard's Shoulders,Shoulders,TREASURED,1,Leather,bruiser|monk,0,0,0,0,,,\aITEM -868770184 -563651991:Bodyguard's Shoulders\/a,,,,,,,,,,,,,,,,,,,,,2,2,,,
716384710,Leather Bracers of the Keep,Forearms,TREASURED,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 716384710 1892921452:Leather Bracers of the Keep\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
711310647,Grey Vest of the Far Seas Traders,Chest,TREASURED,60,Cloth,alchemist|armorer|carpenter|jeweler|provisioner|sage|tailor|weaponsmith|woodworker,0,0,0,0,,,\aITEM 711310647 -1505983876 0 0 0:Grey Vest of the Far Seas Traders\/a,5,,,,,,,,,,10,,,,,,,,,,10,,,5,
739469309,Student's Embroidered Cowl,Head,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 739469309 479626202:Student's Embroidered Cowl\/a,,,,,,,,,,3,,,,,,,,,,,7,7,,,
1886529735,Linked Boots of Daybreak,Feet,TREASURED,65,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 1886529735 225213179:Linked Boots of Daybreak\/a,,,,56,,,,2.5,,14,,0.5,1.8,,,,,,,,39,39,,,
871441399,Stormguard Kickers,Feet,LEGENDARY,30,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 871441399 1183572496:Stormguard Kickers\/a,,,,,,,,,,4,,,,,,,,,,,12,12,,,
885914490,Elder's Coif,Head,LEGENDARY,10,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 885914490 -905956425:Elder's Coif\/a,,,,,,,,,,1,,,,,,,,,,,5,5,,,
891533350,Fearless Outlaw's Truesteel Chain Tunic,Chest,FABLED,60,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 891533350 -257358192:Fearless Outlaw's Truesteel Chain Tunic\/a,,,,52,,,,2.4,,14,,0.5,1.6,,,,,,,,37,37,,,
933550162,Pupil's Fine Cloth Foot Wraps of the Bonebreaker,Feet,LEGENDARY,20,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 933550162 -343327430:Pupil's Fine Cloth Foot Wraps of the Bonebreaker\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
3436069096,Irontoe Brigadier Ceremonial Helm,Head,TREASURED,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -858898200 -2071651302:Irontoe Brigadier Ceremonial Helm\/a,,,,,,,,,,,,,,,,,,,,,,,,,
544496660,Irontoe Brigadier Ceremonial Spaulders,Shoulders,TREASURED,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 544496660 1854745044:Irontoe Brigadier Ceremonial Spaulders\/a,,,,,,,,,,,,,,,,,,,,,,,,,
982318091,Gloves of Hidden Rituals,Hands,TREASURED,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 982318091 826061235:Gloves of Hidden Rituals\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
992451825,Student's Embroidered Shoes of the Magicweaver,Feet,LEGENDARY,20,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 992451825 -1891517437:Student's Embroidered Shoes of the Magicweaver\/a,,,,,,,,,,3,,,,,,,,,,,8,8,,,
521097909,Tunare's Pages ceremonial smithing vest,Chest,,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 521097909 1151976228:Tunare's Pages ceremonial smithing vest\/a,,,,,,,,,,,,,,,,,,,,,,,,,
1003247691,Conserver's Cured Shoulder Pads of the Treewatcher,Shoulders,LEGENDARY,30,Leather,assassin|beastlord|berserker|brigand|bruiser|channeler|defiler|dirge|fury|guardian|inquisitor|monk|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,,,\aITEM 1003247691 890852390:Conserver's Cured Shoulder Pads of the Treewatcher\/a,,,,,,,,,,4,,,,,,,,,,,10,10,,,
2641344215,Tunare's Pages ceremonial smithing pants,Legs,,5,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM -1653623081 -510181568:Tunare's Pages ceremonial smithing pants\/a,,,,,,,,,,,,,,,,,,,,,,,,,
37728137,Clairvoyant's Copper-Threaded Gloves of the Archcaster,Hands,TREASURED,57,Cloth,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,,,\aITEM 37728137 -488810482:Clairvoyant's Copper-Threaded Gloves of the Archcaster\/a,,,,25,,,,1,,10,,0.2,0.7,,,,,,,,25,25,,,
355208851,Scout's Chain Helmet,Head,TREASURED,10,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 355208851 1530783810:Scout's Chain Helmet\/a,,,,,,,,,,1,,,,,,,,,,,4,4,,,
217168416,Cleric's Shaped Wristguard,Forearms,TREASURED,10,Plate,berserker|guardian|inquisitor|paladin|shadowknight|templar,0,0,0,0,,,\aITEM 217168416 2054786520:Cleric's Shaped Wristguard\/a,,,,,,,,,,1,,,,,,,,,,,4,4,,,
730904008,Archaic Spiritualist's Chausses,Legs,TREASURED,60,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 730904008 1878294423:Archaic Spiritualist's Chausses\/a,,,,,,,,2.5,,14,,0.5,1.7,,7.6,,,,,,38,38,,,
1165959345,Redhaze Chain Leggings,Legs,TREASURED,70,Chain,assassin|beastlord|berserker|brigand|defiler|dirge|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador,0,0,0,0,,,\aITEM 1165959345 -1606624571:Redhaze Chain Leggings\/a,,,,66,,,,2.6,,15,,0.6,1.8,4.9,,,,,,,39,39,,,
